http://eciresults.ap.nic.in/ConstituencywiseS171.htm?ac=1,317,2014-05-16 01:46:35.364552
http://eciresults.ap.nic.in/ConstituencywiseS021.htm?ac=1,1,2014-05-16 01:46:35.350842
http://eciresults.ap.nic.in/ConstituencywiseS022.htm?ac=2,2,2014-05-16 01:46:35.350865
http://eciresults.ap.nic.in/ConstituencywiseS011.htm?ac=1,3,2014-05-16 01:46:35.349393
http://eciresults.ap.nic.in/ConstituencywiseS012.htm?ac=2,4,2014-05-16 01:46:35.349785
http://eciresults.ap.nic.in/ConstituencywiseS013.htm?ac=3,5,2014-05-16 01:46:35.349892
http://eciresults.ap.nic.in/ConstituencywiseS015.htm?ac=5,6,2014-05-16 01:46:35.349922
http://eciresults.ap.nic.in/ConstituencywiseS015.htm?ac=5,7,2014-05-16 01:46:35.349946
http://eciresults.ap.nic.in/ConstituencywiseS016.htm?ac=6,8,2014-05-16 01:46:35.349970
http://eciresults.ap.nic.in/ConstituencywiseS017.htm?ac=7,9,2014-05-16 01:46:35.349994
http://eciresults.ap.nic.in/ConstituencywiseS018.htm?ac=8,10,2014-05-16 01:46:35.350018
http://eciresults.ap.nic.in/ConstituencywiseS019.htm?ac=9,11,2014-05-16 01:46:35.350043
http://eciresults.ap.nic.in/ConstituencywiseS0110.htm?ac=10,12,2014-05-16 01:46:35.350067
http://eciresults.ap.nic.in/ConstituencywiseS0111.htm?ac=11,13,2014-05-16 01:46:35.350091
http://eciresults.ap.nic.in/ConstituencywiseS0112.htm?ac=12,14,2014-05-16 01:46:35.350114
http://eciresults.ap.nic.in/ConstituencywiseS0113.htm?ac=13,15,2014-05-16 01:46:35.350138
http://eciresults.ap.nic.in/ConstituencywiseS0114.htm?ac=14,16,2014-05-16 01:46:35.350162
http://eciresults.ap.nic.in/ConstituencywiseS0115.htm?ac=15,17,2014-05-16 01:46:35.350185
http://eciresults.ap.nic.in/ConstituencywiseS0116.htm?ac=16,18,2014-05-16 01:46:35.350209
http://eciresults.ap.nic.in/ConstituencywiseS0117.htm?ac=17,19,2014-05-16 01:46:35.350233
http://eciresults.ap.nic.in/ConstituencywiseS0118.htm?ac=18,20,2014-05-16 01:46:35.350256
http://eciresults.ap.nic.in/ConstituencywiseS0119.htm?ac=19,21,2014-05-16 01:46:35.350280
http://eciresults.ap.nic.in/ConstituencywiseS0120.htm?ac=20,22,2014-05-16 01:46:35.350303
http://eciresults.ap.nic.in/ConstituencywiseS0121.htm?ac=21,23,2014-05-16 01:46:35.350326
http://eciresults.ap.nic.in/ConstituencywiseS0122.htm?ac=22,24,2014-05-16 01:46:35.350350
http://eciresults.ap.nic.in/ConstituencywiseS0123.htm?ac=23,25,2014-05-16 01:46:35.350373
http://eciresults.ap.nic.in/ConstituencywiseS0124.htm?ac=24,26,2014-05-16 01:46:35.350396
http://eciresults.ap.nic.in/ConstituencywiseS0125.htm?ac=25,27,2014-05-16 01:46:35.350419
http://eciresults.ap.nic.in/ConstituencywiseS0125.htm?ac=25,28,2014-05-16 01:46:35.350443
http://eciresults.ap.nic.in/ConstituencywiseS0126.htm?ac=26,29,2014-05-16 01:46:35.350466
http://eciresults.ap.nic.in/ConstituencywiseS0127.htm?ac=27,30,2014-05-16 01:46:35.350490
http://eciresults.ap.nic.in/ConstituencywiseS0128.htm?ac=28,31,2014-05-16 01:46:35.350513
http://eciresults.ap.nic.in/ConstituencywiseS0129.htm?ac=29,32,2014-05-16 01:46:35.350537
http://eciresults.ap.nic.in/ConstituencywiseS0130.htm?ac=30,33,2014-05-16 01:46:35.350560
http://eciresults.ap.nic.in/ConstituencywiseS0131.htm?ac=31,34,2014-05-16 01:46:35.350584
http://eciresults.ap.nic.in/ConstituencywiseS0132.htm?ac=32,35,2014-05-16 01:46:35.350607
http://eciresults.ap.nic.in/ConstituencywiseS0133.htm?ac=33,36,2014-05-16 01:46:35.350631
http://eciresults.ap.nic.in/ConstituencywiseS0134.htm?ac=34,37,2014-05-16 01:46:35.350654
http://eciresults.ap.nic.in/ConstituencywiseS0135.htm?ac=35,38,2014-05-16 01:46:35.350677
http://eciresults.ap.nic.in/ConstituencywiseS0137.htm?ac=37,39,2014-05-16 01:46:35.350701
http://eciresults.ap.nic.in/ConstituencywiseS0138.htm?ac=38,40,2014-05-16 01:46:35.350724
http://eciresults.ap.nic.in/ConstituencywiseS0139.htm?ac=39,41,2014-05-16 01:46:35.350748
http://eciresults.ap.nic.in/ConstituencywiseS0140.htm?ac=40,42,2014-05-16 01:46:35.350771
http://eciresults.ap.nic.in/ConstituencywiseS0141.htm?ac=41,43,2014-05-16 01:46:35.350795
http://eciresults.ap.nic.in/ConstituencywiseS0142.htm?ac=42,44,2014-05-16 01:46:35.350819
http://eciresults.ap.nic.in/ConstituencywiseS031.htm?ac=1,45,2014-05-16 01:46:35.350888
http://eciresults.ap.nic.in/ConstituencywiseS032.htm?ac=2,46,2014-05-16 01:46:35.350912
http://eciresults.ap.nic.in/ConstituencywiseS033.htm?ac=3,47,2014-05-16 01:46:35.351379
http://eciresults.ap.nic.in/ConstituencywiseS034.htm?ac=4,48,2014-05-16 01:46:35.351502
